iter	Passed	Remaining
0	12	49728
1	27	55395
2	43	58346
3	54	54029
4	66	52985
5	87	58202
6	109	62606
7	126	63043
8	137	60843
9	151	60634
10	162	58925
11	173	57668
12	188	57778
13	203	57827
14	220	58624
15	240	59988
16	260	60922
17	278	61688
18	290	60933
19	304	60627
20	319	60476
21	335	60716
22	352	60983
23	368	60969
24	384	61110
25	393	60068
26	408	60048
27	426	60481
28	448	61363
29	466	61757
30	482	61820
31	497	61718
32	512	61656
33	528	61624
34	543	61527
35	557	61405
36	571	61260
37	587	61283
38	603	61294
39	618	61224
40	637	61580
41	658	62067
42	677	62304
43	692	62260
44	707	62156
45	722	62099
46	737	62028
47	752	61945
48	767	61865
49	782	61823
50	798	61816
51	813	61770
52	827	61642
53	845	61783
54	866	62116
55	886	62403
56	901	62329
57	915	62214
58	929	62106
59	944	62000
60	958	61894
61	973	61816
62	987	61718
63	997	61371
64	1013	61332
65	1028	61310
66	1043	61275
67	1063	61470
68	1082	61673
69	1101	61823
70	1117	61833
71	1138	62126
72	1156	62236
73	1176	62419
74	1195	62552
75	1214	62702
76	1236	62973
77	1257	63229
78	1278	63474
79	1303	63852
80	1324	64088
81	1343	64185
82	1363	64327
83	1386	64653
84	1401	64554
85	1422	64756
86	1441	64834
87	1467	65237
88	1491	65533
89	1515	65837
90	1540	66172
91	1558	66215
92	1579	66342
93	1598	66412
94	1618	66540
95	1640	66698
96	1663	66923
97	1670	66527
98	1687	66480
99	1707	66610
100	1732	66886
101	1753	67023
102	1778	67278
103	1800	67457
104	1820	67530
105	1838	67553
106	1860	67687
107	1881	67802
108	1899	67797
109	1919	67891
110	1943	68098
111	1967	68299
112	1989	68451
113	2015	68690
114	2037	68830
115	2057	68906
116	2072	68775
117	2096	68961
118	2116	69024
119	2140	69223
120	2162	69333
121	2186	69501
122	2208	69608
123	2230	69735
124	2249	69734
125	2266	69677
126	2281	69573
127	2297	69507
128	2312	69406
129	2327	69276
130	2340	69124
131	2360	69161
132	2376	69108
133	2384	68802
134	2399	68695
135	2416	68653
136	2439	68792
137	2460	68857
138	2480	68908
139	2504	69050
140	2524	69088
141	2540	69030
142	2562	69108
143	2580	69088
144	2602	69197
145	2624	69268
146	2644	69317
147	2663	69328
148	2684	69373
149	2705	69441
150	2725	69471
151	2741	69404
152	2762	69459
153	2784	69531
154	2806	69626
155	2828	69695
156	2852	69824
157	2878	69996
158	2905	70190
159	2927	70263
160	2953	70426
161	2976	70528
162	3008	70817
163	3025	70778
164	3047	70823
165	3066	70817
166	3086	70837
167	3107	70882
168	3124	70834
169	3142	70793
170	3164	70856
171	3183	70857
172	3193	70641
173	3212	70647
174	3229	70586
175	3245	70513
176	3260	70421
177	3277	70363
178	3292	70280
179	3306	70181
180	3322	70109
181	3338	70026
182	3353	69939
183	3370	69904
184	3393	69989
185	3413	70001
186	3434	70026
187	3451	69977
188	3467	69920
189	3484	69867
190	3505	69898
191	3528	69987
192	3550	70037
193	3571	70061
194	3593	70128
195	3617	70211
196	3639	70249
197	3662	70336
198	3683	70365
199	3705	70403
200	3729	70493
201	3746	70446
202	3768	70481
203	3794	70606
204	3813	70602
205	3832	70582
206	3853	70614
207	3868	70521
208	3883	70441
209	3898	70356
210	3913	70278
211	3928	70194
212	3943	70113
213	3959	70044
214	3974	69967
215	3988	69879
216	4008	69888
217	4027	69877
218	4044	69820
219	4058	69729
220	4073	69660
221	4091	69627
222	4107	69562
223	4123	69511
224	4139	69446
225	4155	69391
226	4171	69328
227	4187	69270
228	4202	69210
229	4229	69327
230	4255	69436
231	4277	69474
232	4299	69504
233	4318	69494
234	4337	69498
235	4358	69508
236	4378	69512
237	4399	69542
238	4420	69569
239	4439	69548
240	4463	69620
241	4482	69612
242	4498	69549
243	4514	69488
244	4530	69440
245	4547	69390
246	4562	69330
247	4579	69287
248	4595	69232
249	4610	69156
250	4625	69080
251	4641	69040
252	4662	69046
253	4678	68992
254	4693	68923
255	4707	68844
256	4721	68760
257	4735	68680
258	4749	68607
259	4764	68541
260	4778	68460
261	4794	68402
262	4808	68327
263	4823	68262
264	4839	68209
265	4859	68209
266	4877	68192
267	4892	68127
268	4906	68055
269	4921	67994
270	4935	67918
271	4951	67858
272	4965	67789
273	4980	67730
274	4994	67652
275	5003	67515
276	5017	67442
277	5032	67380
278	5046	67310
279	5064	67286
280	5083	67285
281	5099	67231
282	5115	67187
283	5129	67123
284	5144	67053
285	5159	67007
286	5175	66959
287	5190	66900
288	5205	66839
289	5219	66770
290	5234	66718
291	5248	66653
292	5266	66630
293	5286	66643
294	5304	66624
295	5320	66578
296	5334	66513
297	5348	66448
298	5363	66390
299	5378	66335
300	5393	66279
301	5407	66219
302	5425	66192
303	5439	66136
304	5456	66107
305	5476	66112
306	5499	66149
307	5520	66176
308	5537	66141
309	5552	66097
310	5567	66043
311	5582	65991
312	5597	65930
313	5612	65879
314	5626	65826
315	5641	65771
316	5656	65715
317	5670	65657
318	5689	65657
319	5709	65657
320	5725	65618
321	5741	65578
322	5756	65528
323	5770	65474
324	5785	65422
325	5800	65368
326	5814	65312
327	5829	65257
328	5844	65210
329	5858	65154
330	5873	65101
331	5887	65047
332	5908	65059
333	5927	65064
334	5949	65084
335	5970	65108
336	5988	65093
337	6006	65081
338	6021	65033
339	6036	64979
340	6050	64921
341	6064	64863
342	6081	64839
343	6096	64788
344	6113	64764
345	6130	64744
346	6148	64724
347	6162	64668
348	6176	64611
349	6190	64556
350	6205	64509
351	6219	64458
352	6234	64408
353	6249	64366
354	6264	64326
355	6280	64282
356	6294	64233
357	6310	64198
358	6331	64210
359	6349	64197
360	6365	64165
361	6380	64125
362	6396	64088
363	6411	64045
364	6427	64008
365	6443	63974
366	6458	63933
367	6473	63888
368	6487	63836
369	6502	63792
370	6516	63746
371	6534	63731
372	6554	63737
373	6571	63710
374	6588	63687
375	6603	63650
376	6618	63607
377	6637	63598
378	6652	63561
379	6673	63573
380	6696	63603
381	6714	63596
382	6732	63585
383	6755	63612
384	6776	63628
385	6792	63596
386	6812	63598
387	6832	63606
388	6854	63627
389	6873	63625
390	6887	63575
391	6903	63537
392	6917	63490
393	6932	63447
394	6948	63413
395	6965	63396
396	6985	63397
397	7000	63352
398	7017	63330
399	7036	63326
400	7057	63345
401	7075	63324
402	7095	63334
403	7119	63367
404	7140	63382
405	7160	63388
406	7180	63392
407	7203	63421
408	7224	63428
409	7243	63425
410	7265	63447
411	7275	63359
412	7293	63346
413	7312	63342
414	7334	63361
415	7353	63349
416	7371	63335
417	7387	63307
418	7409	63327
419	7433	63359
420	7455	63378
421	7474	63370
422	7493	63370
423	7513	63372
424	7528	63330
425	7533	63207
426	7548	63164
427	7563	63120
428	7578	63079
429	7595	63059
430	7613	63043
431	7629	63014
432	7644	62971
433	7659	62933
434	7674	62895
435	7689	62852
436	7703	62808
437	7717	62765
438	7732	62720
439	7746	62680
440	7761	62634
441	7776	62602
442	7791	62560
443	7810	62554
444	7828	62541
445	7843	62498
446	7858	62460
447	7872	62418
448	7888	62384
449	7902	62345
450	7917	62303
451	7931	62259
452	7945	62211
453	7959	62168
454	7974	62132
455	7988	62089
456	8003	62051
457	8022	62044
458	8041	62039
459	8057	62006
460	8066	61926
461	8082	61899
462	8100	61879
463	8115	61846
464	8131	61814
465	8145	61772
466	8159	61732
467	8174	61689
468	8188	61652
469	8203	61615
470	8215	61553
471	8232	61536
472	8252	61535
473	8267	61499
474	8282	61461
475	8297	61431
476	8312	61390
477	8326	61348
478	8341	61313
479	8355	61273
480	8369	61230
481	8383	61190
482	8397	61147
483	8412	61114
484	8427	61077
485	8445	61065
486	8461	61039
487	8476	61006
488	8492	60977
489	8506	60936
490	8522	60906
491	8537	60870
492	8552	60836
493	8566	60795
494	8580	60755
495	8595	60719
496	8609	60681
497	8623	60643
498	8638	60607
499	8656	60594
500	8673	60577
501	8689	60547
502	8703	60512
503	8718	60479
504	8733	60446
505	8748	60406
506	8763	60375
507	8777	60333
508	8792	60302
509	8808	60278
510	8824	60252
511	8841	60230
512	8859	60223
513	8879	60222
514	8897	60212
515	8916	60200
516	8934	60187
517	8950	60163
518	8968	60150
519	8985	60130
520	9001	60109
521	9017	60085
522	9034	60065
523	9050	60034
524	9068	60023
525	9089	60032
526	9108	60027
527	9125	60008
528	9141	59981
529	9157	59958
530	9174	59935
531	9190	59913
532	9206	59887
533	9222	59861
534	9238	59833
535	9252	59794
536	9270	59786
537	9291	59792
538	9307	59762
539	9323	59741
540	9340	59719
541	9355	59691
542	9371	59661
543	9387	59635
544	9404	59616
545	9418	59579
546	9432	59543
547	9446	59507
548	9461	59472
549	9478	59458
550	9496	59444
551	9510	59407
552	9526	59378
553	9540	59345
554	9554	59306
555	9569	59276
556	9583	59240
557	9598	59206
558	9613	59176
559	9627	59140
560	9642	59109
561	9658	59082
562	9673	59052
563	9682	58988
564	9702	58987
565	9717	58958
566	9732	58929
567	9748	58900
568	9762	58867
569	9777	58833
570	9791	58800
571	9805	58765
572	9819	58725
573	9834	58697
574	9848	58664
575	9863	58633
576	9878	58605
577	9898	58601
578	9916	58589
579	9931	58560
580	9946	58534
581	9960	58499
582	9977	58476
583	9991	58443
584	10006	58411
585	10019	58374
586	10033	58336
587	10046	58298
588	10061	58269
589	10075	58233
590	10091	58207
591	10109	58198
592	10128	58192
593	10144	58166
594	10159	58142
595	10174	58108
596	10188	58077
597	10203	58047
598	10218	58018
599	10232	57984
600	10246	57952
601	10262	57926
602	10277	57895
603	10292	57869
604	10308	57845
605	10328	57844
606	10344	57822
607	10358	57791
608	10374	57767
609	10389	57740
610	10405	57712
611	10419	57680
612	10434	57651
613	10448	57620
614	10463	57594
615	10479	57568
616	10494	57540
617	10510	57518
618	10529	57511
619	10544	57485
620	10560	57461
621	10575	57432
622	10589	57402
623	10603	57369
624	10618	57340
625	10634	57317
626	10649	57289
627	10663	57256
628	10679	57234
629	10694	57206
630	10708	57175
631	10728	57173
632	10744	57153
633	10754	57098
634	10769	57070
635	10785	57045
636	10799	57013
637	10813	56982
638	10827	56951
639	10841	56918
640	10856	56892
641	10871	56864
642	10886	56835
643	10900	56803
644	10919	56796
645	10937	56785
646	10952	56758
647	10969	56742
648	10985	56720
649	11001	56702
650	11019	56690
651	11035	56668
652	11052	56651
653	11067	56625
654	11083	56603
655	11099	56581
656	11115	56561
657	11133	56546
658	11151	56536
659	11166	56508
660	11182	56486
661	11196	56458
662	11211	56427
663	11226	56402
664	11241	56377
665	11256	56351
666	11271	56325
667	11287	56303
668	11303	56282
669	11319	56258
670	11334	56233
671	11350	56213
672	11371	56214
673	11390	56209
674	11407	56191
675	11424	56175
676	11443	56170
677	11458	56145
678	11475	56125
679	11490	56098
680	11506	56081
681	11522	56057
682	11538	56036
683	11557	56030
684	11573	56007
685	11588	55981
686	11602	55951
687	11617	55925
688	11626	55873
689	11641	55845
690	11656	55818
691	11671	55792
692	11686	55767
693	11701	55740
694	11715	55713
695	11730	55687
696	11749	55678
697	11760	55633
698	11777	55619
699	11793	55596
700	11807	55567
701	11823	55547
702	11839	55527
703	11853	55497
704	11868	55468
705	11883	55442
706	11898	55418
707	11913	55392
708	11924	55349
709	11939	55323
710	11957	55312
711	11972	55290
712	11987	55264
713	12002	55236
714	12017	55214
715	12031	55184
716	12047	55161
717	12060	55131
718	12075	55104
719	12090	55080
720	12105	55055
721	12120	55028
722	12134	54997
723	12148	54969
724	12165	54956
725	12184	54945
726	12199	54922
727	12212	54889
728	12226	54858
729	12241	54833
730	12254	54803
731	12270	54781
732	12285	54756
733	12300	54732
734	12316	54709
735	12330	54683
736	12345	54658
737	12360	54632
738	12380	54630
739	12399	54623
740	12414	54599
741	12429	54574
742	12444	54552
743	12458	54524
744	12474	54502
745	12485	54461
746	12499	54430
747	12514	54408
748	12528	54381
749	12544	54358
750	12558	54330
751	12572	54301
752	12589	54285
753	12602	54252
754	12618	54232
755	12634	54213
756	12648	54187
757	12663	54161
758	12679	54141
759	12693	54114
760	12709	54095
761	12725	54076
762	12739	54047
763	12753	54017
764	12767	53990
765	12783	53970
766	12803	53966
767	12820	53952
768	12836	53931
769	12850	53907
770	12865	53881
771	12879	53855
772	12895	53834
773	12909	53806
774	12924	53782
775	12938	53754
776	12953	53730
777	12967	53702
778	12981	53676
779	12995	53648
780	13012	53632
781	13030	53621
782	13046	53601
783	13060	53574
784	13075	53549
785	13090	53525
786	13098	53474
787	13110	53440
788	13125	53415
789	13141	53395
790	13156	53374
791	13171	53350
792	13187	53330
793	13200	53299
794	13217	53287
795	13237	53280
796	13252	53257
797	13267	53236
798	13282	53214
799	13298	53192
800	13313	53170
801	13327	53142
802	13342	53121
803	13360	53110
804	13374	53082
805	13390	53063
806	13405	53041
807	13423	53030
808	13441	53019
809	13459	53006
810	13475	52988
811	13489	52960
812	13504	52936
813	13516	52904
814	13532	52884
815	13546	52858
816	13559	52827
817	13574	52804
818	13589	52781
819	13603	52754
820	13608	52694
821	13619	52656
822	13639	52651
823	13655	52634
824	13670	52612
825	13686	52592
826	13702	52572
827	13719	52560
828	13739	52555
829	13753	52530
830	13768	52506
831	13783	52483
832	13798	52460
833	13813	52439
834	13828	52415
835	13845	52402
836	13863	52388
837	13878	52367
838	13893	52346
839	13909	52326
840	13925	52305
841	13940	52284
842	13954	52260
843	13971	52243
844	13986	52220
845	14000	52197
846	14016	52175
847	14031	52154
848	14048	52140
849	14068	52135
850	14083	52115
851	14097	52089
852	14112	52064
853	14127	52045
854	14142	52021
855	14157	52000
856	14171	51973
857	14186	51950
858	14201	51930
859	14217	51911
860	14232	51886
861	14243	51851
862	14263	51847
863	14272	51805
864	14287	51782
865	14303	51762
866	14317	51738
867	14334	51721
868	14348	51697
869	14363	51673
870	14377	51651
871	14392	51629
872	14407	51605
873	14422	51583
874	14437	51561
875	14451	51537
876	14468	51522
877	14486	51510
878	14501	51488
879	14516	51468
880	14531	51444
881	14547	51426
882	14561	51403
883	14581	51398
884	14601	51393
885	14609	51347
886	14628	51340
887	14645	51326
888	14661	51306
889	14679	51295
890	14698	51287
891	14713	51264
892	14728	51242
893	14742	51220
894	14758	51199
895	14773	51178
896	14787	51154
897	14800	51126
898	14814	51102
899	14829	51080
900	14844	51056
901	14860	51038
902	14875	51016
903	14894	51011
904	14910	50992
905	14919	50950
906	14935	50932
907	14949	50908
908	14965	50890
909	14981	50871
910	14997	50852
911	15011	50827
912	15027	50811
913	15042	50787
914	15056	50765
915	15075	50756
916	15092	50740
917	15112	50736
918	15128	50718
919	15143	50696
920	15158	50677
921	15174	50657
922	15189	50635
923	15202	50610
924	15214	50578
925	15228	50552
926	15242	50527
927	15258	50510
928	15273	50490
929	15281	50446
930	15296	50425
931	15310	50399
932	15332	50400
933	15351	50395
934	15366	50372
935	15382	50353
936	15398	50337
937	15413	50316
938	15427	50292
939	15441	50268
940	15455	50244
941	15470	50222
942	15485	50201
943	15500	50178
944	15517	50166
945	15534	50150
946	15550	50132
947	15565	50111
948	15580	50090
949	15595	50068
950	15609	50046
951	15624	50025
952	15630	49975
953	15642	49944
954	15656	49922
955	15671	49899
956	15682	49865
957	15695	49840
958	15709	49816
959	15728	49807
960	15746	49796
961	15763	49779
962	15770	49736
963	15786	49718
964	15800	49693
965	15816	49676
966	15831	49654
967	15845	49631
968	15860	49610
969	15875	49589
970	15885	49554
971	15900	49534
972	15915	49513
973	15931	49496
974	15951	49491
975	15966	49470
976	15982	49451
977	15995	49427
978	16010	49405
979	16025	49386
980	16033	49342
981	16048	49322
982	16056	49279
983	16071	49259
984	16087	49243
985	16101	49220
986	16118	49204
987	16134	49188
988	16154	49180
989	16170	49166
990	16187	49149
991	16200	49124
992	16215	49105
993	16225	49067
994	16239	49044
995	16255	49027
996	16270	49006
997	16285	48985
998	16300	48966
999	16314	48943
1000	16331	48928
1001	16353	48928
1002	16368	48911
1003	16382	48887
1004	16398	48867
1005	16412	48846
1006	16426	48823
1007	16440	48799
1008	16454	48775
1009	16469	48756
1010	16482	48731
1011	16497	48709
1012	16512	48689
1013	16527	48671
1014	16541	48646
1015	16558	48632
1016	16577	48625
1017	16592	48603
1018	16608	48586
1019	16623	48568
1020	16640	48552
1021	16656	48536
1022	16672	48519
1023	16688	48499
1024	16702	48477
1025	16717	48457
1026	16732	48437
1027	16747	48417
1028	16764	48404
1029	16781	48389
1030	16797	48373
1031	16812	48352
1032	16827	48332
1033	16842	48313
1034	16858	48293
1035	16872	48271
1036	16885	48247
1037	16900	48225
1038	16914	48202
1039	16928	48181
1040	16944	48162
1041	16958	48141
1042	16978	48134
1043	16994	48119
1044	17009	48098
1045	17023	48077
1046	17039	48058
1047	17054	48037
1048	17068	48016
1049	17083	47996
1050	17098	47976
1051	17113	47957
1052	17127	47934
1053	17142	47913
1054	17156	47891
1055	17172	47873
1056	17183	47845
1057	17202	47835
1058	17218	47817
1059	17233	47799
1060	17239	47754
1061	17255	47737
1062	17270	47716
1063	17284	47693
1064	17299	47675
1065	17316	47662
1066	17332	47644
1067	17343	47613
1068	17357	47592
1069	17373	47573
1070	17391	47563
1071	17410	47555
1072	17426	47536
1073	17440	47514
1074	17455	47494
1075	17469	47474
1076	17483	47450
1077	17497	47427
1078	17511	47405
1079	17526	47386
1080	17541	47366
1081	17555	47344
1082	17570	47326
1083	17585	47305
1084	17603	47295
1085	17621	47283
1086	17637	47264
1087	17653	47248
1088	17667	47225
1089	17681	47204
1090	17695	47182
1091	17709	47161
1092	17725	47143
1093	17739	47120
1094	17748	47086
1095	17763	47067
1096	17778	47047
1097	17794	47030
1098	17812	47018
1099	17820	46980
1100	17836	46963
1101	17851	46944
1102	17866	46927
1103	17881	46907
1104	17896	46886
1105	17909	46862
1106	17924	46843
1107	17938	46820
1108	17953	46801
1109	17969	46784
1110	17983	46762
1111	17996	46740
1112	18014	46727
1113	18034	46722
1114	18047	46697
1115	18061	46674
1116	18072	46645
1117	18086	46622
1118	18101	46605
1119	18115	46583
1120	18131	46567
1121	18146	46547
1122	18161	46527
1123	18175	46505
1124	18189	46483
1125	18204	46465
1126	18223	46455
1127	18240	46441
1128	18255	46421
1129	18270	46403
1130	18285	46383
1131	18300	46365
1132	18314	46343
1133	18328	46322
1134	18343	46302
1135	18356	46279
1136	18370	46256
1137	18383	46233
1138	18398	46213
1139	18412	46192
1140	18430	46181
1141	18448	46169
1142	18462	46148
1143	18469	46108
1144	18485	46091
1145	18498	46069
1146	18513	46050
1147	18528	46030
1148	18542	46009
1149	18556	45987
1150	18569	45963
1151	18584	45945
1152	18599	45924
1153	18613	45904
1154	18629	45887
1155	18648	45878
1156	18662	45858
1157	18677	45840
1158	18693	45821
1159	18707	45801
1160	18721	45779
1161	18736	45760
1162	18745	45727
1163	18758	45703
1164	18772	45683
1165	18787	45663
1166	18802	45645
1167	18816	45624
1168	18831	45603
1169	18845	45584
1170	18865	45577
1171	18881	45560
1172	18897	45542
1173	18911	45522
1174	18925	45500
1175	18939	45481
1176	18954	45461
1177	18968	45440
1178	18982	45418
1179	18997	45399
1180	19010	45377
1181	19028	45365
1182	19045	45351
1183	19058	45329
1184	19077	45319
1185	19095	45308
1186	19111	45290
1187	19125	45271
1188	19140	45251
1189	19154	45230
1190	19160	45189
1191	19175	45172
1192	19182	45133
1193	19196	45114
1194	19214	45101
1195	19229	45084
1196	19244	45064
1197	19258	45044
1198	19274	45027
1199	19293	45018
1200	19312	45008
1201	19327	44990
1202	19341	44970
1203	19356	44950
1204	19370	44930
1205	19384	44909
1206	19399	44890
1207	19414	44871
1208	19429	44852
1209	19444	44833
1210	19458	44814
1211	19473	44795
1212	19489	44778
1213	19508	44770
1214	19525	44756
1215	19541	44740
1216	19559	44728
1217	19573	44707
1218	19588	44688
1219	19602	44667
1220	19616	44648
1221	19632	44631
1222	19647	44612
1223	19661	44591
1224	19675	44571
1225	19690	44551
1226	19698	44517
1227	19717	44508
1228	19735	44497
1229	19750	44479
1230	19765	44460
1231	19781	44444
1232	19795	44423
1233	19803	44390
1234	19818	44370
1235	19832	44350
1236	19846	44330
1237	19861	44312
1238	19875	44291
1239	19890	44271
1240	19904	44252
1241	19922	44239
1242	19941	44231
1243	19956	44213
1244	19971	44194
1245	19977	44156
1246	19991	44136
1247	20002	44107
1248	20016	44087
1249	20030	44066
1250	20045	44049
1251	20060	44030
1252	20074	44010
1253	20088	43989
1254	20102	43970
1255	20116	43949
1256	20135	43939
1257	20154	43928
1258	20170	43912
1259	20186	43897
1260	20203	43884
1261	20219	43867
1262	20236	43852
1263	20256	43847
1264	20277	43841
1265	20296	43831
1266	20318	43829
1267	20341	43827
1268	20365	43828
1269	20387	43824
1270	20402	43806
1271	20423	43802
1272	20443	43794
1273	20462	43783
1274	20486	43783
1275	20504	43773
1276	20524	43766
1277	20547	43764
1278	20572	43767
1279	20583	43739
1280	20601	43727
1281	20621	43720
1282	20639	43708
1283	20655	43690
1284	20670	43673
1285	20677	43638
1286	20691	43618
1287	20706	43599
1288	20721	43581
1289	20737	43565
1290	20756	43555
1291	20775	43545
1292	20783	43511
1293	20799	43494
1294	20816	43482
1295	20834	43469
1296	20853	43459
1297	20874	43453
1298	20894	43446
1299	20916	43442
1300	20937	43436
1301	20957	43427
1302	20979	43424
1303	21001	43420
1304	21016	43402
1305	21036	43394
1306	21059	43392
1307	21081	43388
1308	21101	43380
1309	21120	43370
1310	21143	43368
1311	21165	43362
1312	21187	43359
1313	21204	43345
1314	21219	43326
1315	21237	43315
1316	21259	43310
1317	21279	43301
1318	21294	43283
1319	21315	43277
1320	21333	43263
1321	21352	43253
1322	21373	43248
1323	21395	43243
1324	21410	43224
1325	21426	43208
1326	21441	43189
1327	21456	43171
1328	21469	43149
1329	21484	43131
1330	21498	43110
1331	21513	43091
1332	21530	43076
1333	21545	43058
1334	21561	43042
1335	21578	43028
1336	21597	43017
1337	21612	42998
1338	21629	42984
1339	21647	42971
1340	21661	42951
1341	21672	42925
1342	21688	42908
1343	21703	42889
1344	21719	42873
1345	21734	42854
1346	21748	42835
1347	21764	42817
1348	21781	42804
1349	21803	42799
1350	21819	42782
1351	21834	42764
1352	21840	42729
1353	21855	42709
1354	21869	42690
1355	21884	42672
1356	21898	42651
1357	21913	42632
1358	21928	42615
1359	21945	42599
1360	21959	42579
1361	21970	42554
1362	21978	42522
1363	21999	42515
1364	22017	42502
1365	22032	42484
1366	22046	42464
1367	22062	42447
1368	22076	42428
1369	22092	42410
1370	22107	42393
1371	22123	42375
1372	22136	42354
1373	22149	42332
1374	22162	42310
1375	22176	42290
1376	22191	42272
1377	22210	42260
1378	22229	42250
1379	22243	42231
1380	22258	42211
1381	22273	42193
1382	22288	42175
1383	22303	42158
1384	22313	42129
1385	22328	42111
1386	22343	42093
1387	22357	42072
1388	22371	42053
1389	22387	42036
1390	22403	42020
1391	22422	42009
1392	22440	41997
1393	22456	41981
1394	22472	41964
1395	22486	41945
1396	22501	41926
1397	22516	41908
1398	22531	41890
1399	22545	41869
1400	22561	41853
1401	22575	41833
1402	22590	41814
1403	22603	41793
1404	22617	41774
1405	22637	41764
1406	22656	41754
1407	22672	41738
1408	22688	41721
1409	22703	41704
1410	22718	41684
1411	22731	41664
1412	22746	41645
1413	22761	41626
1414	22776	41608
1415	22791	41591
1416	22806	41573
1417	22821	41555
1418	22836	41537
1419	22856	41527
1420	22873	41514
1421	22889	41496
1422	22905	41481
1423	22921	41464
1424	22935	41444
1425	22949	41425
1426	22964	41407
1427	22978	41387
1428	22994	41370
1429	23008	41350
1430	23023	41332
1431	23038	41314
1432	23053	41297
1433	23074	41288
1434	23089	41271
1435	23104	41254
1436	23120	41236
1437	23134	41218
1438	23150	41201
1439	23165	41182
1440	23179	41163
1441	23194	41144
1442	23209	41126
1443	23224	41109
1444	23238	41088
1445	23254	41072
1446	23269	41056
1447	23288	41044
1448	23306	41031
1449	23321	41014
1450	23337	40997
1451	23352	40978
1452	23367	40960
1453	23383	40945
1454	23398	40927
1455	23411	40905
1456	23426	40887
1457	23441	40870
1458	23459	40856
1459	23473	40837
1460	23491	40824
1461	23508	40810
1462	23523	40792
1463	23538	40774
1464	23553	40756
1465	23567	40736
1466	23583	40720
1467	23596	40698
1468	23603	40667
1469	23617	40648
1470	23632	40629
1471	23645	40607
1472	23660	40591
1473	23675	40573
1474	23689	40553
1475	23708	40542
1476	23724	40525
1477	23738	40506
1478	23753	40488
1479	23769	40471
1480	23783	40453
1481	23798	40434
1482	23812	40415
1483	23826	40396
1484	23840	40375
1485	23855	40357
1486	23871	40342
1487	23887	40326
1488	23904	40312
1489	23924	40302
1490	23941	40288
1491	23956	40270
1492	23970	40250
1493	23984	40230
1494	23998	40210
1495	24012	40192
1496	24025	40171
1497	24040	40153
1498	24055	40135
1499	24068	40114
1500	24083	40095
1501	24097	40076
1502	24111	40058
1503	24117	40024
1504	24136	40012
1505	24151	39996
1506	24166	39978
1507	24180	39959
1508	24195	39941
1509	24210	39922
1510	24223	39902
1511	24238	39885
1512	24252	39864
1513	24266	39845
1514	24281	39828
1515	24295	39809
1516	24310	39790
1517	24315	39756
1518	24328	39735
1519	24346	39724
1520	24364	39709
1521	24379	39692
1522	24393	39673
1523	24408	39655
1524	24414	39622
1525	24428	39604
1526	24443	39586
1527	24457	39566
1528	24470	39546
1529	24484	39526
1530	24498	39507
1531	24511	39487
1532	24525	39468
1533	24540	39449
1534	24559	39439
1535	24575	39422
1536	24591	39407
1537	24606	39389
1538	24621	39371
1539	24635	39353
1540	24649	39333
1541	24664	39316
1542	24679	39298
1543	24694	39281
1544	24710	39265
1545	24717	39234
1546	24732	39217
1547	24747	39199
1548	24765	39186
1549	24783	39173
1550	24798	39156
1551	24814	39139
1552	24828	39120
1553	24842	39102
1554	24858	39085
1555	24872	39067
1556	24887	39050
1557	24901	39030
1558	24915	39011
1559	24930	38993
1560	24947	38979
1561	24970	38973
1562	24990	38965
1563	25007	38950
1564	25024	38935
1565	25038	38916
1566	25053	38898
1567	25068	38881
1568	25083	38864
1569	25099	38848
1570	25114	38830
1571	25128	38812
1572	25144	38795
1573	25158	38776
1574	25164	38745
1575	25184	38735
1576	25202	38721
1577	25216	38704
1578	25232	38687
1579	25249	38672
1580	25263	38654
1581	25277	38635
1582	25292	38618
1583	25308	38602
1584	25321	38581
1585	25336	38563
1586	25351	38545
1587	25365	38526
1588	25379	38508
1589	25398	38496
1590	25413	38478
1591	25428	38461
1592	25442	38443
1593	25448	38412
1594	25463	38395
1595	25476	38373
1596	25491	38357
1597	25505	38338
1598	25520	38320
1599	25525	38288
1600	25538	38268
1601	25552	38249
1602	25567	38231
1603	25582	38214
1604	25600	38200
1605	25617	38187
1606	25632	38169
1607	25647	38152
1608	25661	38132
1609	25675	38114
1610	25695	38103
1611	25710	38087
1612	25725	38069
1613	25739	38051
1614	25754	38033
1615	25768	38014
1616	25783	37997
1617	25796	37976
1618	25814	37963
1619	25830	37948
1620	25844	37930
1621	25858	37910
1622	25873	37893
1623	25888	37875
1624	25904	37859
1625	25919	37842
1626	25934	37825
1627	25948	37806
1628	25962	37787
1629	25975	37768
1630	25990	37750
1631	26005	37734
1632	26025	37723
1633	26040	37706
1634	26055	37688
1635	26069	37670
1636	26082	37649
1637	26096	37631
1638	26110	37612
1639	26126	37596
1640	26141	37579
1641	26154	37559
1642	26168	37540
1643	26184	37524
1644	26198	37506
1645	26213	37489
1646	26230	37474
1647	26248	37461
1648	26255	37432
1649	26270	37414
1650	26284	37396
1651	26298	37377
1652	26313	37360
1653	26327	37342
1654	26340	37322
1655	26354	37303
1656	26368	37285
1657	26383	37267
1658	26397	37249
1659	26412	37231
1660	26427	37214
1661	26446	37203
1662	26462	37187
1663	26476	37169
1664	26493	37154
1665	26507	37135
1666	26521	37117
1667	26535	37099
1668	26550	37081
1669	26565	37063
1670	26580	37047
1671	26595	37030
